date,id,user.username,place,content,likeCount,retweetCount,viewCount,hashtags,media,sourceLabel
2023-03-30 23:44:17+00:00,1641587180333338624,sakki11111,,이런 조합 너무 좋죠 진짜로 https://t.co/Is6pNSiM8i,4,0,103.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsgW12IakAEnj3z?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsgW12IakAEnj3z?format=jpg&name=orig', altText=None)]",Twitter for Android
2023-03-30 23:41:08+00:00,1641586388759085056,sakki11111,,"반점발현
겠냐?",0,0,47.0,,,Twitter for Android
2023-03-30 23:40:57+00:00,1641586340935639040,sakki11111,,"겠냐고
꿈깨십쇼 서른네살아저시",3,0,201.0,,,Twitter for Android
2023-03-30 23:40:35+00:00,1641586249545969666,sakki11111,,"멍이 발현했어 귀멸의 칼날이다
나는 오니를 멸하기 위해 태어났나? 이지랄 진짜
유키야 https://t.co/j5Nx1NsUsY",1,0,140.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/FsgV_m0akAAKG9O?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsgV_m0akAAKG9O?format=jpg&name=orig', altText=None)]",Twitter for Android
2023-03-30 23:11:12+00:00,1641578852161040384,amiedeux,,"문의

텔 레 i c e p i c k s
텔 레 i c e p i c k s

? 아이스픽2 ?
샘플 20만 아이스작대기

정품아이스파는곳 창원아이스 아이스얼음작대기
서울아이스

떨사는곳 떨삽니다 클럽약
 파티약 떨팝니다

아이스사끼 아이스드랍 케이
케이 빙두

#작대기가격 https://t.co/TvvoaTlWf9",0,0,39.0,['작대기가격'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1641578833102123008/pu/img/RgpK0nuo_HkKG5SI.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1641578833102123008/pu/vid/270x480/gjoa8V3jWGlpdcl0.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641578833102123008/pu/pl/kxrGbfIBkHKteJXV.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=0.812, views=5, altText=None)]",Twitter Web App
2023-03-30 22:43:44+00:00,1641571942699515904,qhdud1004,,"↔ 텔 레 i c e m a n k ?
샘플0.2G 20만
사칭조심

아이스작대기 작대기팝니다
엘에디 
작대기뽕

아이스1G 아이스작대기
사끼
아이스사끼

떨후기  떨판매 
파티약

작대기술 아이스1G 떨사는곳 
강남파티

전국떨 빙두팜

#떨액
#캔디 https://t.co/7gpcY68yhR",0,0,23.0,"['떨액', '캔디']","[Photo(previewUrl='https://pbs.twimg.com/media/FsgI97eagAA8YMS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsgI97eagAA8YMS?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 22:07:07+00:00,1641562727822028802,leebongkeun0417,,"? 텔 레 그 램 J R i c e 1 ?

?아이스작대기 무한♥

 아이스가격아이스샘플아이스선드랍 허브효능
작대기팝니다 차가운술 케타민 작대기팝니다

떨사는곳 케이 떨파는곳 

 떨구입 대마 

 사끼 아이스효능직빵 엘에디

사끼파는곳 엑스터시  부산아이스 떨파는곳 

#아이스작대기
#사끼 https://t.co/aNIqCWPdCJ",0,0,28.0,"['아이스작대기', '사끼']","[Photo(previewUrl='https://pbs.twimg.com/media/FsgAloQacAAk2z3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsgAloQacAAk2z3?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 21:42:33+00:00,1641556545073975296,beboyoy111,,"여러분에 안식처 아이스 하이븐 

?텔 레 문 의 i c e haven ?

작대기효능 
크리스탈아이스 대구아이스

클럽파티 떨사는곳 떨구입
클럽파티 인디카

작대기 아이스1G 아이스사끼
사끼 작대기

#작대기 https://t.co/XRW44dSGYr",0,0,30.0,['작대기'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fsf69poagAEMC-C?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsf69poagAEMC-C?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 20:33:20+00:00,1641539127484239873,beckahenryx,,"?텔레sakura446??
≫??사기걱정? 채널확인??≫

∑1g 사끼??
#아이스작대기 구매후기

원피스^_~

D;)) ?????? https://t.co/AqiIWvPyYr",0,0,12.0,['아이스작대기'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fsfqx2XaMAAkwJ9?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsfqx2XaMAAkwJ9?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 20:18:42+00:00,1641535442075148288,rkttb20,,"여러분에 안식처 아이스 하이븐 

?텔 레 문 의 i c e haven ?

전국빠른구매 술파는곳 캔디파는곳

떨후기 인디카 사티바
사탕 사티바

샘플20만 아이스1G 샘플20만
아이스사끼 빙두

#아이스 https://t.co/Ll4DThc4lS",0,0,10.0,['아이스'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsfnxP9aQAUBGUL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsfnxP9aQAUBGUL?format=jpg&name=orig', altText=None)]",Twitter Web App
