date,id,user.username,place,content,likeCount,retweetCount,viewCount,hashtags,media,sourceLabel
2023-03-30 15:53:12+00:00,1641468628376645635,koino_nia_,,"⤷ 𝄢마약 환각제𝄢
▞#에토미데이트팝니다▚
▞#우유주사팝니다▚
🎸텔레:wame658🛠️라인:popu12🔭
🚀카톡:kodak8🏍️
우리나라에서 흔하게 사용되는 약한 마약성 진통제에는 코데인, 트라마돌 등이 있다.
⎝㋡⎠#정품스틸녹스판매⎝㋡⎠
🌂 🌂 🌂",0,0,53.0,"['에토미데이트팝니다', '우유주사팝니다', '정품스틸녹스판매']",,Botbird tweets
2023-03-30 08:57:45+00:00,1641364077506342913,Jhenbatar,,"☏ 오방약국 텔레그램 &gt; p i n k m a n 1 1 4 &lt; 
  
수면제사는법  
drug구입방법  
최음제구매하는법  
우유주사  
떨후기  
트라마돌  
#전국히로뽕 https://t.co/SSZOb6EvVs",0,0,33.0,['전국히로뽕'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsdL6ERacAA_FA5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdL6ERacAA_FA5?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 08:13:53+00:00,1641353036072366080,assh8e7rtcc,,"예약⋟－Аҳŗịṅḡ－⋞

Rush Poppers 판매

#트라ㅁㅏ돌

최음제 팝니다

경남 진주  오늘🌙밤 도착",0,0,54.0,['트라ㅁㅏ돌'],,Twitter Web App
2023-03-30 07:26:52+00:00,1641341203911430144,148cve0,,"트라마돌 파는곳 비밀📧배송⟳강동

흥분제판매

✅ #수면

𝒂𝒕𝒐➍➍➍",0,0,24.0,['수면'],,Twitter Web App
2023-03-30 07:26:48+00:00,1641341188413485057,das2d88jc,,"#서울 

정글주스 구입방법 트라마돌판매

✅ 비밀📧배송⟳부산진

𝒂𝒕𝒐➍➍➍",0,0,70.0,['서울'],,Twitter Web App
2023-03-30 06:55:44+00:00,1641333370960621569,dsf51cv558e,,"╒◖══Ｋạ톡 🆔══◗╕

#엑스터ㅅㅣ 

하얀색 액체 정맥 전신 마취제 프로포폴 우유주사

트라마돌 사용후기

╘◖══Knocc══◗╛

심심해 섹트 취향 ㅈㄱㅁㄴ",0,0,384.0,['엑스터ㅅㅣ'],,Twitter Web App
2023-03-30 06:11:33+00:00,1641322248614318081,borambbuzihs,,"║▌║│█#성북║║█║▌

▊ 트라마돌판매 

🆎🅱️🆗",0,0,141.0,['성북'],,Twitter Web App
2023-03-30 04:24:17+00:00,1641295255227207680,AlimAlimmsx,,"#ㅅㅅ♻️당일바로

^Yb

﹡마약성 ه 진통제 ه 펜타닐 ه 트라마돌⭒﹡

강력*수면ㅈㅔ✉팝니다",0,0,34.0,['ㅅㅅ'],,Twitter Web App
2023-03-30 03:51:01+00:00,1641286883128020992,AlimAlimmsx,,"#우울증♻️당일바로

Ika

﹡액체 ه 가루형 ه 작업 ه 수면제⭒﹡

트라마돌✉팝니다",0,0,39.0,['우울증'],,Twitter Web App
2023-03-30 03:13:28+00:00,1641277432610299905,d06df4c4cc,,"╓══Ｋạ톡 🆔══╖

#최음ㅈㅔ 

트라마돌 구매

클럽용 캔디 파티 마약 엑스터시 몰

╙══Knocc══╜

애널 빅걸성애자 fwb 속살",0,0,116.0,['최음ㅈㅔ'],,Twitter Web App
