date,id,user.username,place,content,likeCount,retweetCount,viewCount,hashtags,media,sourceLabel
2023-03-30 23:39:39+00:00,1641586013339533312,zazi_yumyum,,@xx_angelyuna_xx 언니 졸피뎀 먹어 ?,0,0,297.0,,,Twitter for iPhone
2023-03-30 21:40:21+00:00,1641555991841112064,Brittne70253823,,"문의 텔레 @ F a s t i c e119
아이디 변화없이 쭉갑니다 
⚠안전 최우선 ! ⚠
⏩  빠른거래 ⏩
👀대량 소량 샘플 메뉴보고가세요👀
 아이스 찬술 작대기 
엑스터시 캔디 떨액  
시원한술 케이 
브액 빙두 수면제 졸피뎀 
드라퍼 모집 https://t.co/Z8KbdrcQa4",0,0,23.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fsf6eFNaIAEMGQa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsf6eFNaIAEMGQa?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 16:50:42+00:00,1641483098838663168,fucohun_bot,,"""이십대의 나는 내 삶이 얇디얇은 유리에 얹혀 있다고 생각했다. 그 위에서 간신히 중심을 잡고 있다고 생각했다. 그래서 그 무언가가 내게 조금만 무게를 더해도 발밑의 유리가 산산조각날 거라고. 그때의 나는 그렇게 생각했다.""

_졸피뎀과 나 中",0,0,14.0,,,Botbird tweets
2023-03-30 16:23:08+00:00,1641476160919064577,Brittne70253823,,"🍭PINK MAYBACH🍭
🛫입고 🛬
문의 텔레 @ F a s t i c e119
아이디 변화없이 쭉갑니다   
⚠안전 최우선 ! ⚠
⏩ 빠른거래 ⏩
👀대량 소량 샘플 메뉴보고가세요👀
아이스 찬술 작대기
 엑스터시 캔디 떨액 
시원한술 케이 브액 
빙두 수면제 졸피뎀 
드라퍼 모집 https://t.co/mhDtAVoYpc",0,0,23.0,,"[Photo(previewUrl='https://pbs.twimg.com/media/Fsex25KaQAIXDl2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsex25KaQAIXDl2?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 13:44:46+00:00,1641436307053486080,littlefoxirei,,@babyimnoturs ㅠㅠㅠㅠ 띠발 ㅠㅠㅠㅠㅠ 졸피뎀말고 다른 거는…??,0,0,73.0,,,Twitter for iPhone
2023-03-30 12:33:33+00:00,1641418382783422465,koino_nia_,,"⤷ 𝄢▞#에토미데이트팝니다▚𝄢

▞💦#정품스틸녹스구입방법💦▚
🎸텔레:wame658🛠️라인:popu12🔭
🚀카톡:kodak8🏍️
수면제 스틸녹스는 졸피뎀 성분으로 가장 먼저 출시된 오리지널 의약품이다.
⎝㋡⎠#정품스틸녹스판매⎝㋡⎠
❄ ❄ ❄",0,0,44.0,"['에토미데이트팝니다', '정품스틸녹스구입방법', '정품스틸녹스판매']",,Botbird tweets
2023-03-30 11:57:57+00:00,1641409425692069889,Democratic_91,,"[나의 트윗키워드]멜라토닌,졸피뎀,뭔일이야,헤헤,흑흑,트친소,트친,마한,엄청,죠타,MBTI,갑자기,사람,님들,졸피뎀먹을까,목소리,죠습,스타일,히히,감사,멜라토닌먹을,실제,아저씨,2만원짜리,아까,오늘도 https://t.co/DoAWsXW6kQ

멜라토닌은최고",1,0,76.0,,,Twitter for Android
2023-03-30 11:26:34+00:00,1641401528702619648,VsV47602197,,"플어줘 풀라고 풀아냐. 그니까
즐투는 무슨 됴까지그러냐
로고 갈엎애  즐겁냐고? 졸려
  걍  그즉시 ? 을매못가서
눈꺼풀이 서서히 감겨져 
강제로 누가? 졸피뎀 타서
강제연행해서 조동이에
들이퍼 부은것마냥 졸립디  졸려져와
그래서 왠만하면 브금 안들을정도
내가 겜하면서 브금 꺼놓은겜 
플투",0,0,31.0,,,Twitter for Android
2023-03-30 10:48:22+00:00,1641391914099396608,koino_nia_,,"✏ ✏ ✏
♐#러쉬파퍼구입하는곳✧
처방전 필요없이 졸피뎀 스틸녹스 수면제 얻는법
🎸텔레:wame658🛠️라인:popu12🔭
🚀카톡:kodak8🏍️
♺강력 수면ㅈㅔ♺

✏ ✏ ✏
▞#엑스터시구입방법▚
▞#우울증▚",0,0,78.0,"['러쉬파퍼구입하는곳', '엑스터시구입방법', '우울증']",,Botbird tweets
2023-03-30 10:38:31+00:00,1641389436368814080,wlsdud849,,"🍬 🍬 🍬
⎝㋡⎠#정품스틸녹스판매⎝㋡⎠
잠들기 어렵거나 숙면유지가 어려운 불면증의 단기 치료에 사용되는 약물 스틱녹스

♡ 졸피뎀 ♡
🎸텔레:wame658🛠️라인:popu12🔭
🚀카톡:kodak8🏍️
🍬 🍬 🍬
💦#정품스틸녹스구입방법💦
♐︎#클로로포름✧",0,0,36.0,"['정품스틸녹스판매', '정품스틸녹스구입방법', '클로로포름']",,Botbird tweets
2023-03-30 09:23:44+00:00,1641370614555611136,A88ee26,,"╓══Ｋạ톡 🆔══╖

#프로포폴 

수면보조제 파는곳

약효 빠른 강력 수면제 졸피뎀

╙══Knocc══╜

숙녀 비떱 육덕 네토",0,0,300.0,['프로포폴'],,Twitter Web App
2023-03-30 08:46:46+00:00,1641361310716928000,d06df4c4cc,,"╓══Ｋạ톡 🆔══╖

#ㅁㅏ취ㅈㅔ 

브액 판매

약효 빠른 강력 수면제 졸피뎀

╙══Knocc══╜

데이트 성애자 애무 인간지갑",0,0,41.0,['ㅁㅏ취ㅈㅔ'],,Twitter Web App
