,date,id,user.username,user.displayname,place,user.location,content,likeCount,retweetCount,viewCount,hashtags,media,sourceLabel
0,2023-03-30 08:57:45+00:00,1641364077506342913,Jhenbatar,Jhen batar,,,"☏ 오방약국 텔레그램 &gt; p i n k m a n 1 1 4 &lt; 
  
수면제사는법  
drug구입방법  
최음제구매하는법  
우유주사  
떨후기  
트라마돌  
#전국히로뽕 https://t.co/SSZOb6EvVs",0,0,33.0,['전국히로뽕'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsdL6ERacAA_FA5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdL6ERacAA_FA5?format=jpg&name=orig', altText=None)]",Twitter Web App
1,2023-03-30 08:13:53+00:00,1641353036072366080,assh8e7rtcc,정석훈,,,"예약⋟－Аҳŗịṅḡ－⋞

Rush Poppers 판매

#트라ㅁㅏ돌

최음제 팝니다

경남 진주  오늘🌙밤 도착",0,0,63.0,['트라ㅁㅏ돌'],,Twitter Web App
2,2023-03-30 07:26:52+00:00,1641341203911430144,148cve0,백민경,,,"트라마돌 파는곳 비밀📧배송⟳강동

흥분제판매

✅ #수면

𝒂𝒕𝒐➍➍➍",0,0,25.0,['수면'],,Twitter Web App
3,2023-03-30 07:26:48+00:00,1641341188413485057,das2d88jc,신중철,,,"#서울 

정글주스 구입방법 트라마돌판매

✅ 비밀📧배송⟳부산진

𝒂𝒕𝒐➍➍➍",0,0,70.0,['서울'],,Twitter Web App
4,2023-03-30 06:55:44+00:00,1641333370960621569,dsf51cv558e,이사언,,,"╒◖══Ｋạ톡 🆔══◗╕

#엑스터ㅅㅣ 

하얀색 액체 정맥 전신 마취제 프로포폴 우유주사

트라마돌 사용후기

╘◖══Knocc══◗╛

심심해 섹트 취향 ㅈㄱㅁㄴ",0,0,390.0,['엑스터ㅅㅣ'],,Twitter Web App
5,2023-03-30 06:11:33+00:00,1641322248614318081,borambbuzihs,정은지,,,"║▌║│█#성북║║█║▌

▊ 트라마돌판매 

🆎🅱️🆗",0,0,143.0,['성북'],,Twitter Web App
6,2023-03-30 04:24:17+00:00,1641295255227207680,AlimAlimmsx,alim,,,"#ㅅㅅ♻️당일바로

^Yb

﹡마약성 ه 진통제 ه 펜타닐 ه 트라마돌⭒﹡

강력*수면ㅈㅔ✉팝니다",0,0,34.0,['ㅅㅅ'],,Twitter Web App
7,2023-03-30 03:51:01+00:00,1641286883128020992,AlimAlimmsx,alim,,,"#우울증♻️당일바로

Ika

﹡액체 ه 가루형 ه 작업 ه 수면제⭒﹡

트라마돌✉팝니다",0,0,47.0,['우울증'],,Twitter Web App
8,2023-03-30 03:13:28+00:00,1641277432610299905,d06df4c4cc,남덕우,,,"╓══Ｋạ톡 🆔══╖

#최음ㅈㅔ 

트라마돌 구매

클럽용 캔디 파티 마약 엑스터시 몰

╙══Knocc══╜

애널 빅걸성애자 fwb 속살",0,0,116.0,['최음ㅈㅔ'],,Twitter Web App
9,2023-03-30 02:37:13+00:00,1641268310972186624,eh6cxccc10,박은향,,,"예약⋟－Аҳŗịṅḡ－⋞

#프로포폴

트라마돌 구매

수면제 판매

전남 함평  오늘🌙밤 도착",0,0,19.0,['프로포폴'],,Twitter Web App
10,2023-03-29 19:16:54+00:00,1641157502741123072,mgcreckless,창원좌표딜러구함 패치 스틸녹스판매(떨),,,"▶ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
부산트라마돌  
고퀄아이스  
신의눈물구입  
서울대마  
충청도안전좌표  
강남합성대마  
  
#환각버섯사는방법 https://t.co/kTieC1Flx5",0,0,54.0,['환각버섯사는방법'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsaQA-zaMAA9S8e?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsaQA-zaMAA9S8e?format=jpg&name=orig', altText=None)]",Twitter Web App
11,2023-03-29 19:11:48+00:00,1641156219221196800,beautyjane14,부산보안좌표 아이스뽕 케미컬약사는법(대마),,,"☏ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
용인합성떨  
옥시코돈  
대전코카인  
물뽕가격  
하이드로몰핀사는방법  
트라마돌  
  
#정글주스후기 https://t.co/SE0iEBeBum",0,0,53.0,['정글주스후기'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsaO24caMAI_Us4?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FsaO24caMAI_Us4?format=png&name=orig', altText=None)]",Twitter Web App
12,2023-03-29 15:02:54+00:00,1641093580440891399,febifabiolaffb,아이보안딜러 각성제구입하는법 러쉬(충남마리화나),,,"☆ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
파티마약효과  
펜타닐  
광주트라마돌  
매직머쉬룸  
인증업체  
최음제효과  
  
#강북도리도리  
v",0,0,43.0,['강북도리도리'],,Twitter Web App
13,2023-03-29 13:33:09+00:00,1641070997108568066,cellee55,수면제고퀄아이스 성남수면보조제 스틸녹스하는법(스틸녹스팔아요),,,"★ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
합성대마초사는법  
밀크케이  
창원케이밀크  
경기도케타민원석  
부산LSD  
트라마돌  
  
#환각제 https://t.co/FGe4LND5EV",0,0,66.0,['환각제'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsZBWW3agAMOAeW?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FsZBWW3agAMOAeW?format=png&name=orig', altText=None)]",Twitter Web App
14,2023-03-29 12:24:10+00:00,1641053636464898049,safsadfgsdag,고퀄아이스구매방법 수면유도제 파티마약(고퀄아이스도매),,,"♧ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
트라마돌구입  
고퀄아이스구입  
수면유도제  
수원합성떨  
서울안전드랍  
환각버섯  
  
#디스펜서리 https://t.co/IkM9WdJ0fx",0,0,30.0,['디스펜서리'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsYxiP-aAAEXcFa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsYxiP-aAAEXcFa?format=jpg&name=orig', altText=None)]",Twitter Web App
15,2023-03-29 12:21:52+00:00,1641053057030193154,kasamhajurko20,드랍퍼 경상도얼음 안전좌표(전국하선모집),,,"♧ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
뽕  
인천신속배송  
엑시터시  
강원도트라마돌  
강북스페셜케타민  
경남안전딜러  
  
#울산대마초 https://t.co/IYL32uq0vR",0,0,33.0,['울산대마초'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsYw_knacAAfvNC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsYw_knacAAfvNC?format=jpg&name=orig', altText=None)]",Twitter Web App
16,2023-03-29 11:56:46+00:00,1641046737916928002,hihifg_am,이해빈,,,"예약⋟－Аҳŗịṅḡ－⋞

수면제 구매 

나비약 판매

#트라ㅁㅏ돌

서울 서대문  오늘🌙밤 도착",0,0,145.0,['트라ㅁㅏ돌'],,Twitter Web App
17,2023-03-29 11:02:57+00:00,1641033194920132608,likejkng,likejk1215,,,"║▌│ █║#서구▌║║▌

▊ 트라마돌팝니다 

🆎🅱️🆗",0,0,132.0,['서구'],,Twitter Web App
18,2023-03-29 10:41:36+00:00,1641027822041944065,hihifg_am,이해빈,,,"예약⋟－Аҳŗịṅḡ－⋞

트라마돌 구매

엑스터시 팝니다

#ㄷㅐㅁㅏ초

경북 성주  오늘🌙밤 도착",0,0,28.0,['ㄷㅐㅁㅏ초'],,Twitter Web App
19,2023-03-29 09:51:36+00:00,1641015239352385536,honda1476,경상도하선구함 아이스뽕 인천드랍퍼모집(대전떨액),,,"☎ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
북한산아이스  
코카인  
랏슈  
얼음  
강북떨  
트라마돌후기  
  
#우유주사 https://t.co/SfpuFFtJZw",0,0,34.0,['우유주사'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsYOosDaQAEFVlM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsYOosDaQAEFVlM?format=jpg&name=orig', altText=None)]",Twitter Web App
20,2023-03-29 09:49:25+00:00,1641014689672089601,alimemon3224,경몰리구입하는방법 조인트 케이밀크구입(작대기아이스),,,"☞ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
충북얼음술  
하이드로몰핀사는곳  
전라도트라마돌  
스페셜케타민  
고퀄아이스  
인슐린하는법  
  
#광주사탕 https://t.co/lrV7nb7SCM",0,0,8.0,['광주사탕'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsYOFidaYAEtCFp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsYOFidaYAEtCFp?format=jpg&name=orig', altText=None)]",Twitter Web App
21,2023-03-29 09:38:02+00:00,1641011825000198144,8ZD1FCVV,배우식,,,"╒◖══Ｋạ톡 🆔══◗╕

트라마돌 구입방법 

#엑스터ㅅㅣ

우울증 퇴치 마법의 버섯 환각 버섯

╘◖══Knocc══◗╛

ㅈㄱ 가수 암캐 스프레이",0,0,121.0,['엑스터ㅅㅣ'],,Twitter Web App
22,2023-03-29 08:55:16+00:00,1641001061799579648,irdiajjh,수작대기 하이드로몰핀상선 창원안전드랍(얼음구하는법),,,"● ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
인증업자  
몰리  
강서각성제  
경기도드랍퍼  
경기도히로뽕  
트라마돌  
  
#수면유도제팝니다 https://t.co/lVwGVtUJAU",0,0,28.0,['수면유도제팝니다'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsYBtf_aIAADYk6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsYBtf_aIAADYk6?format=jpg&name=orig', altText=None)]",Twitter Web App
23,2023-03-29 07:33:41+00:00,1640980531369349120,hihifg_am,이해빈,,,"예약⋟－Аҳŗịṅḡ－⋞

러쉬파퍼 구입 방법 

트라마돌 팝니다

#뽕

충남  예산  오늘🌙밤 도착",0,0,57.0,['뽕'],,Twitter Web App
24,2023-03-29 07:08:15+00:00,1640974132686000128,pqjdifia,케타민강북액브 강원도성남모르핀 Molly사는법 충청도모르핀(강북드랍퍼모집),,,"☎ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
대구떨  
펜타닐  
아이스뽕  
GHB  
트라마돌하는법  
모르핀구입  
  
#트라마돌하는방법 https://t.co/TdrUm59jll",0,0,30.0,['트라마돌하는방법'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsXpP9UaMAI6sK2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsXpP9UaMAI6sK2?format=jpg&name=orig', altText=None)]",Twitter Web App
25,2023-03-29 04:45:49+00:00,1640938287769731079,BsngGimga,김갑수,,,"#경산♻️당일바로

oJu

﹡남성 ه 작업제 ه 각성제 ه 러쉬파퍼⭒﹡

트라마돌✉팝니다",0,0,129.0,['경산'],,Twitter Web App
26,2023-03-29 04:25:46+00:00,1640933243334823936,hihifg_am,이해빈,,,"예약⋟－Аҳŗịṅḡ－⋞

미다졸람 판매 

정글주스 구매

#트라ㅁㅏ돌

부산 연제  오늘🌙밤 도착",0,0,29.0,['트라ㅁㅏ돌'],,Twitter Web App
27,2023-03-29 04:16:22+00:00,1640930877151797248,hanry330,인천보안업체 케타민원석팝니다 얼음구하는곳(얼음),,,"♡ ㅌㄹㄱㄹ 24시상담 &gt;&gt; p i n k m a n 1 1 4 &lt;&lt; 
  
날부핀  
weed  
진통제  
트라마돌  
액상떨  
스페셜케타민구입하는법  
  
#강남콕 https://t.co/ZXVzyJKmQh",0,0,6.0,['강남콕'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsXB4UBaAAEBog5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsXB4UBaAAEBog5?format=jpg&name=orig', altText=None)]",Twitter Web App
28,2023-03-29 04:04:59+00:00,1640928010198188032,HyngJeong,카키,,,"#달성군♻️당일바로

Fei

﹡마약성 ه 진통제 ه 펜타닐 ه 트라마돌⭒﹡

스틸녹스✉팝니다",0,0,97.0,['달성군'],,Twitter Web App
29,2023-03-29 03:50:40+00:00,1640924407639191552,gwanggoyoung,눈뜨자마자_웃짜!,,,"║█│║▌#구리▌║│ █

❚ 트라마돌팝니다 

🅾️🆎🆗",0,0,66.0,['구리'],,Twitter Web App
